# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
0             	N/A	N/A
1             	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00
2             	2.074667e-01	1.736788e-01	3.887273e-01	2.901006e-01
3             	5.764118e-02	3.628256e-01	3.969436e-01	6.847050e-01
4             	1.017467e-01	1.596380e-01	1.651078e-01	1.854494e-01
5             	1.427643e-01	6.708136e-02	1.793651e-01	4.206281e-01
6             	7.617324e-02	2.124025e-01	2.306828e-01	4.089678e-01
7             	1.367240e-01	1.174357e-01	1.692035e-01	1.969997e-01
8             	1.587646e-01	7.939807e-02	1.881516e-01	2.927341e-01
9             	1.076091e-01	1.039025e-01	1.766877e-01	2.360581e-01
10            	2.339248e-01	3.430089e-02	1.069354e-01	2.251565e-01
11            	1.657105e-01	4.875833e-02	8.943309e-02	2.248217e-01
12            	1.386720e-01	6.234995e-02	8.290956e-02	1.415581e-01
13            	3.461395e-01	1.854965e-02	8.656241e-02	1.463555e-01
14            	2.165052e-01	3.664034e-02	9.076977e-02	1.763162e-01
15            	2.060127e-01	3.257922e-02	7.488343e-02	1.716985e-01
16            	5.882438e-01	1.398869e-02	6.017414e-02	1.809213e-01
17            	2.413988e-01	2.348433e-02	5.773905e-02	1.560905e-01
18            	2.427664e-01	1.967422e-02	5.651577e-02	1.194927e-01
19            	5.633843e-01	1.289921e-02	5.842594e-02	1.291285e-01
20            	3.145883e-01	1.659147e-02	5.687611e-02	1.350215e-01
21            	3.090810e-01	1.271501e-02	5.512836e-02	1.225583e-01
22            	6.211727e-01	9.936156e-03	5.251281e-02	1.268305e-01
23            	3.429285e-01	1.154272e-02	4.681227e-02	1.236928e-01
24            	3.061061e-01	9.246331e-03	4.491383e-02	1.062946e-01
25            	4.664692e-01	7.778513e-03	4.911063e-02	9.985440e-02
26            	4.577664e-01	8.428773e-03	4.863088e-02	1.043133e-01
27            	3.541476e-01	6.966834e-03	4.768281e-02	9.586456e-02
28            	4.208188e-01	5.613372e-03	4.724675e-02	7.860162e-02
29            	4.992810e-01	5.903581e-03	4.081161e-02	6.831519e-02
30            	3.321457e-01	5.569441e-03	3.705211e-02	7.186666e-02
31            	3.253364e-01	4.213479e-03	3.819152e-02	7.275177e-02
32            	4.260312e-01	3.763980e-03	3.955827e-02	6.613436e-02
33            	5.324992e-01	3.753791e-03	3.852046e-02	5.891888e-02
34            	4.321508e-01	3.268476e-03	3.629542e-02	5.817301e-02
35            	4.609425e-01	2.568334e-03	3.345671e-02	5.381620e-02
36            	5.057067e-01	2.373192e-03	3.061482e-02	4.358612e-02
37            	3.374647e-01	2.254374e-03	2.865721e-02	3.466187e-02
38            	2.941330e-01	2.000296e-03	2.781590e-02	3.194881e-02
39            	2.860719e-01	1.643243e-03	2.669614e-02	3.421272e-02
40            	2.976808e-01	1.362308e-03	2.486185e-02	3.316646e-02
41            	3.126554e-01	1.244346e-03	2.244500e-02	2.777048e-02
42            	3.142710e-01	1.119501e-03	1.996868e-02	2.293586e-02
43            	3.001128e-01	1.007925e-03	1.827786e-02	2.152167e-02
44            	2.707779e-01	8.792208e-04	1.752989e-02	2.122228e-02
45            	2.359612e-01	7.652218e-04	1.722264e-02	1.924375e-02
46            	2.008480e-01	7.057007e-04	1.703187e-02	1.631416e-02
47            	1.719308e-01	6.677382e-04	1.667848e-02	1.382492e-02
48            	1.516890e-01	6.276990e-04	1.612901e-02	1.222529e-02
49            	1.344582e-01	5.786013e-04	1.558120e-02	1.151490e-02
50            	1.204588e-01	5.260881e-04	1.526754e-02	1.122981e-02
51            	1.085770e-01	4.913167e-04	1.515212e-02	1.065234e-02
52            	9.744565e-02	4.737541e-04	1.510039e-02	9.822619e-03
53            	8.747992e-02	4.548519e-04	1.500517e-02	9.026467e-03
54            	8.019039e-02	4.347184e-04	1.479852e-02	8.486166e-03
55            	7.340948e-02	4.138900e-04	1.448848e-02	8.256527e-03
56            	6.655998e-02	3.934025e-04	1.417124e-02	8.089927e-03
57            	5.979848e-02	3.802789e-04	1.394527e-02	7.821357e-03
58            	5.353139e-02	3.718975e-04	1.374924e-02	7.481244e-03
59            	4.836475e-02	3.631485e-04	1.348109e-02	7.125099e-03
60            	4.447648e-02	3.524752e-04	1.312097e-02	6.820115e-03
61            	4.166287e-02	3.411239e-04	1.271178e-02	6.601692e-03
62            	3.933159e-02	3.316475e-04	1.234110e-02	6.470522e-03
63            	3.751145e-02	3.243959e-04	1.202571e-02	6.397502e-03
64            	3.618016e-02	3.191123e-04	1.175323e-02	6.329137e-03
65            	3.509894e-02	3.142186e-04	1.148688e-02	6.240939e-03
66            	3.417254e-02	3.087294e-04	1.118793e-02	6.144066e-03
67            	3.334984e-02	3.031259e-04	1.087356e-02	6.060131e-03
68            	3.268920e-02	2.975315e-04	1.058164e-02	6.009014e-03
69            	3.217129e-02	2.921380e-04	1.032754e-02	5.981565e-03
70            	3.184448e-02	2.865401e-04	1.010695e-02	5.957216e-03
71            	3.152342e-02	2.806411e-04	9.908354e-03	5.920724e-03
72            	3.113125e-02	2.744675e-04	9.709817e-03	5.861419e-03
73            	3.076003e-02	2.679021e-04	9.497704e-03	5.794486e-03
74            	3.040660e-02	2.608018e-04	9.289430e-03	5.731017e-03
75            	3.008016e-02	2.537059e-04	9.094576e-03	5.669232e-03
76            	2.983058e-02	2.468641e-04	8.912912e-03	5.612277e-03
77            	2.960327e-02	2.402949e-04	8.748431e-03	5.546579e-03
78            	2.935932e-02	2.341435e-04	8.603172e-03	5.478361e-03
79            	2.909479e-02	2.285604e-04	8.480288e-03	5.413175e-03
80            	2.876880e-02	2.235463e-04	8.359958e-03	5.336490e-03
81            	2.844693e-02	2.190309e-04	8.248065e-03	5.267107e-03
82            	2.813757e-02	2.151333e-04	8.128421e-03	5.189725e-03
83            	2.789572e-02	2.116098e-04	8.007269e-03	5.107792e-03
84            	2.764206e-02	2.083318e-04	7.883250e-03	5.019046e-03
85            	2.735995e-02	2.053468e-04	7.755154e-03	4.925285e-03
86            	2.709334e-02	2.030922e-04	7.623919e-03	4.830134e-03
87            	2.688975e-02	2.016265e-04	7.490895e-03	4.730427e-03
88            	2.665458e-02	1.999895e-04	7.369874e-03	4.636071e-03
89            	2.641591e-02	1.981374e-04	7.256410e-03	4.540129e-03
90            	2.606154e-02	1.962067e-04	7.150601e-03	4.447710e-03
91            	2.572090e-02	1.938470e-04	7.048746e-03	4.362186e-03
92            	2.536484e-02	1.910900e-04	6.946702e-03	4.287770e-03
93            	2.495517e-02	1.878470e-04	6.839389e-03	4.203066e-03
94            	2.455744e-02	1.839852e-04	6.723142e-03	4.120407e-03
95            	2.418524e-02	1.795701e-04	6.594598e-03	4.028327e-03
96            	2.384693e-02	1.749371e-04	6.440463e-03	3.926260e-03
97            	2.352614e-02	1.701555e-04	6.263459e-03	3.818454e-03
98            	2.313307e-02	1.652789e-04	6.060775e-03	3.712510e-03
99            	2.267358e-02	1.603295e-04	5.836764e-03	3.610332e-03
100           	2.215261e-02	1.554441e-04	5.604498e-03	3.517310e-03
101           	2.156588e-02	1.508598e-04	5.386867e-03	3.431557e-03
102           	2.085793e-02	1.463817e-04	5.198632e-03	3.344062e-03
103           	2.016343e-02	1.422229e-04	5.042563e-03	3.255618e-03
104           	1.956622e-02	1.385936e-04	4.915601e-03	3.181643e-03
105           	1.908920e-02	1.353441e-04	4.818886e-03	3.120458e-03
106           	1.871224e-02	1.325323e-04	4.751705e-03	3.074449e-03
107           	1.833279e-02	1.298824e-04	4.713436e-03	3.046423e-03
108           	1.800803e-02	1.274131e-04	4.703668e-03	3.029683e-03
109           	1.770696e-02	1.250848e-04	4.717461e-03	3.020418e-03
110           	1.737967e-02	1.229372e-04	4.745387e-03	3.011111e-03
111           	1.712868e-02	1.208753e-04	4.771499e-03	3.002855e-03
112           	1.689515e-02	1.191132e-04	4.791817e-03	2.994127e-03
113           	1.669729e-02	1.175687e-04	4.798375e-03	2.982061e-03
114           	1.657425e-02	1.160759e-04	4.793717e-03	2.971440e-03
115           	1.645259e-02	1.148472e-04	4.767318e-03	2.960494e-03
116           	1.634293e-02	1.139554e-04	4.720203e-03	2.942399e-03
117           	1.623341e-02	1.131681e-04	4.653146e-03	2.914681e-03
118           	1.612424e-02	1.124906e-04	4.569156e-03	2.878525e-03
119           	1.598977e-02	1.118982e-04	4.478254e-03	2.829210e-03
120           	1.588117e-02	1.112984e-04	4.375189e-03	2.771272e-03
121           	1.574523e-02	1.103991e-04	4.260113e-03	2.704508e-03
122           	1.564979e-02	1.091509e-04	4.137364e-03	2.634540e-03
123           	1.554279e-02	1.074774e-04	4.015782e-03	2.562080e-03
124           	1.541196e-02	1.052986e-04	3.890467e-03	2.484476e-03
125           	1.520199e-02	1.028288e-04	3.762890e-03	2.406492e-03
126           	1.493571e-02	1.000840e-04	3.639085e-03	2.330970e-03
127           	1.465664e-02	9.715680e-05	3.524426e-03	2.260230e-03
128           	1.442020e-02	9.418396e-05	3.413928e-03	2.194055e-03
129           	1.410878e-02	9.125500e-05	3.310327e-03	2.132077e-03
130           	1.376937e-02	8.844125e-05	3.216302e-03	2.077393e-03
131           	1.341671e-02	8.582483e-05	3.134697e-03	2.026848e-03
132           	1.309504e-02	8.346145e-05	3.059951e-03	1.983847e-03
133           	1.280733e-02	8.139118e-05	2.997025e-03	1.947762e-03
134           	1.254642e-02	7.957367e-05	2.945428e-03	1.918754e-03
135           	1.231802e-02	7.811853e-05	2.902139e-03	1.903089e-03
136           	1.214302e-02	7.687949e-05	2.870629e-03	1.893382e-03
137           	1.195849e-02	7.583365e-05	2.853688e-03	1.888190e-03
138           	1.178628e-02	7.501962e-05	2.849670e-03	1.885057e-03
139           	1.159643e-02	7.444616e-05	2.853298e-03	1.884695e-03
140           	1.138933e-02	7.400334e-05	2.862192e-03	1.882720e-03
141           	1.117968e-02	7.365387e-05	2.874338e-03	1.880419e-03
142           	1.098643e-02	7.352750e-05	2.890176e-03	1.880320e-03
143           	1.081776e-02	7.361397e-05	2.908987e-03	1.882190e-03
144           	1.066100e-02	7.397771e-05	2.929925e-03	1.886702e-03
145           	1.049407e-02	7.453219e-05	2.954615e-03	1.893755e-03
146           	1.033442e-02	7.536455e-05	2.977916e-03	1.902569e-03
147           	1.016138e-02	7.637614e-05	2.998568e-03	1.912191e-03
148           	1.003757e-02	7.739828e-05	3.009200e-03	1.921371e-03
149           	9.931399e-03	7.833377e-05	3.009341e-03	1.929284e-03
150           	9.847698e-03	7.898325e-05	2.998099e-03	1.933221e-03
151           	9.755864e-03	7.940412e-05	2.977167e-03	1.929387e-03
152           	9.675955e-03	7.947369e-05	2.942821e-03	1.917238e-03
153           	9.607033e-03	7.917890e-05	2.898609e-03	1.896962e-03
154           	9.537266e-03	7.846458e-05	2.844856e-03	1.868562e-03
155           	9.463601e-03	7.736377e-05	2.782880e-03	1.832876e-03
156           	9.390790e-03	7.596514e-05	2.717421e-03	1.791323e-03
157           	9.323395e-03	7.437436e-05	2.655297e-03	1.746576e-03
158           	9.242569e-03	7.269808e-05	2.607950e-03	1.702687e-03
159           	9.176416e-03	7.098078e-05	2.573194e-03	1.663022e-03
160           	9.112142e-03	6.932698e-05	2.553030e-03	1.629762e-03
161           	9.051096e-03	6.783641e-05	2.542130e-03	1.601398e-03
162           	8.986054e-03	6.658127e-05	2.541022e-03	1.577212e-03
163           	8.902243e-03	6.562790e-05	2.546617e-03	1.558940e-03
164           	8.857460e-03	6.501583e-05	2.554273e-03	1.547122e-03
165           	8.816916e-03	6.463473e-05	2.562551e-03	1.542072e-03
166           	8.755499e-03	6.453763e-05	2.567741e-03	1.543266e-03
167           	8.661274e-03	6.450247e-05	2.565431e-03	1.546420e-03
168           	8.554511e-03	6.444515e-05	2.551686e-03	1.548011e-03
169           	8.449301e-03	6.442663e-05	2.525475e-03	1.546469e-03
170           	8.362401e-03	6.430155e-05	2.487707e-03	1.537429e-03
171           	8.271734e-03	6.395461e-05	2.435751e-03	1.519256e-03
172           	8.186254e-03	6.343579e-05	2.371995e-03	1.491363e-03
173           	8.076427e-03	6.260105e-05	2.298034e-03	1.453724e-03
174           	7.980195e-03	6.143958e-05	2.217869e-03	1.409796e-03
175           	7.870779e-03	5.997829e-05	2.134328e-03	1.361151e-03
176           	7.773237e-03	5.833201e-05	2.051582e-03	1.313367e-03
177           	7.678734e-03	5.659957e-05	1.977580e-03	1.271867e-03
178           	7.582693e-03	5.488579e-05	1.918022e-03	1.239913e-03
179           	7.466706e-03	5.327082e-05	1.875255e-03	1.216696e-03
180           	7.340653e-03	5.181259e-05	1.844921e-03	1.197354e-03
181           	7.207546e-03	5.057287e-05	1.824624e-03	1.180433e-03
182           	7.091932e-03	4.949445e-05	1.812470e-03	1.166493e-03
183           	6.993885e-03	4.863850e-05	1.808665e-03	1.155750e-03
184           	6.907398e-03	4.796476e-05	1.810798e-03	1.149334e-03
185           	6.829349e-03	4.741735e-05	1.818144e-03	1.146988e-03
186           	6.774101e-03	4.704260e-05	1.827527e-03	1.149873e-03
187           	6.746225e-03	4.686522e-05	1.835942e-03	1.156780e-03
188           	6.729190e-03	4.684412e-05	1.841255e-03	1.164703e-03
189           	6.737724e-03	4.694751e-05	1.841237e-03	1.170817e-03
190           	6.765825e-03	4.703371e-05	1.833483e-03	1.173939e-03
191           	6.793866e-03	4.709508e-05	1.817227e-03	1.172217e-03
192           	6.818172e-03	4.708287e-05	1.792686e-03	1.164540e-03
193           	6.840246e-03	4.687703e-05	1.761968e-03	1.150738e-03
194           	6.846124e-03	4.643711e-05	1.726435e-03	1.130081e-03
195           	6.842169e-03	4.579944e-05	1.685498e-03	1.104550e-03
196           	6.809526e-03	4.493931e-05	1.641436e-03	1.074431e-03
197           	6.757901e-03	4.392781e-05	1.597221e-03	1.040743e-03
198           	6.690590e-03	4.279421e-05	1.552941e-03	1.005082e-03
199           	6.596092e-03	4.157599e-05	1.509942e-03	9.707756e-04
200           	6.469607e-03	4.034458e-05	1.469150e-03	9.385733e-04
201           	6.332426e-03	3.917303e-05	1.429422e-03	9.090149e-04
202           	6.206200e-03	3.807885e-05	1.391606e-03	8.809695e-04
203           	6.074202e-03	3.708564e-05	1.358415e-03	8.563605e-04
204           	5.944528e-03	3.616270e-05	1.331249e-03	8.353313e-04
205           	5.834102e-03	3.530852e-05	1.308838e-03	8.179042e-04
206           	5.731785e-03	3.454351e-05	1.290625e-03	8.043249e-04
207           	5.650731e-03	3.382416e-05	1.277171e-03	7.944119e-04
208           	5.577557e-03	3.318939e-05	1.267282e-03	7.869609e-04
209           	5.518381e-03	3.262481e-05	1.259374e-03	7.811364e-04
210           	5.472402e-03	3.213655e-05	1.252189e-03	7.763131e-04
211           	5.427773e-03	3.172271e-05	1.244688e-03	7.713576e-04
212           	5.379025e-03	3.134317e-05	1.235117e-03	7.655682e-04
213           	5.310562e-03	3.101247e-05	1.222765e-03	7.588210e-04
214           	5.222621e-03	3.070001e-05	1.209532e-03	7.505092e-04
215           	5.127451e-03	3.043264e-05	1.196257e-03	7.408461e-04
216           	5.028989e-03	3.024939e-05	1.184747e-03	7.301958e-04
217           	4.932704e-03	3.013946e-05	1.174434e-03	7.192725e-04
218           	4.845132e-03	3.014074e-05	1.164422e-03	7.085319e-04
219           	4.767055e-03	3.028175e-05	1.156230e-03	6.986167e-04
220           	4.691990e-03	3.054198e-05	1.150801e-03	6.903031e-04
221           	4.629893e-03	3.083721e-05	1.146824e-03	6.841229e-04
222           	4.560067e-03	3.117696e-05	1.144509e-03	6.791512e-04
223           	4.505160e-03	3.149111e-05	1.142863e-03	6.755997e-04
224           	4.446128e-03	3.175892e-05	1.141806e-03	6.737078e-04
225           	4.385170e-03	3.194346e-05	1.138864e-03	6.716510e-04
226           	4.338172e-03	3.204051e-05	1.132617e-03	6.689923e-04
227           	4.323254e-03	3.202666e-05	1.122002e-03	6.645059e-04
228           	4.322751e-03	3.189166e-05	1.108380e-03	6.591121e-04
229           	4.354161e-03	3.163045e-05	1.092380e-03	6.514955e-04
230           	4.376727e-03	3.125504e-05	1.074918e-03	6.419987e-04
231           	4.399984e-03	3.078097e-05	1.056972e-03	6.317602e-04
232           	4.402822e-03	3.022521e-05	1.040525e-03	6.207729e-04
233           	4.390355e-03	2.961473e-05	1.027977e-03	6.099738e-04
234           	4.354857e-03	2.898588e-05	1.018732e-03	6.011621e-04
235           	4.319308e-03	2.834616e-05	1.011348e-03	5.935668e-04
236           	4.260659e-03	2.771563e-05	1.004642e-03	5.872415e-04
237           	4.190129e-03	2.710463e-05	9.976610e-04	5.817734e-04
238           	4.089472e-03	2.655183e-05	9.902202e-04	5.770771e-04
239           	3.985533e-03	2.607778e-05	9.836008e-04	5.737537e-04
240           	3.876366e-03	2.567080e-05	9.769676e-04	5.717624e-04
241           	3.783143e-03	2.535824e-05	9.706929e-04	5.707651e-04
242           	3.709448e-03	2.508755e-05	9.633367e-04	5.702444e-04
243           	3.655944e-03	2.486554e-05	9.547709e-04	5.699713e-04
244           	3.601638e-03	2.467796e-05	9.455898e-04	5.696253e-04
245           	3.553667e-03	2.452826e-05	9.356103e-04	5.685223e-04
246           	3.496717e-03	2.435495e-05	9.247620e-04	5.653834e-04
247           	3.456792e-03	2.414995e-05	9.139708e-04	5.609019e-04
248           	3.419649e-03	2.389784e-05	9.036572e-04	5.556633e-04
249           	3.397978e-03	2.361441e-05	8.937446e-04	5.498128e-04
250           	3.378652e-03	2.333226e-05	8.844561e-04	5.439221e-04
251           	3.375955e-03	2.307001e-05	8.757903e-04	5.384525e-04
252           	3.374409e-03	2.283771e-05	8.675665e-04	5.341943e-04
253           	3.389036e-03	2.265443e-05	8.608010e-04	5.312063e-04
254           	3.411523e-03	2.254309e-05	8.560934e-04	5.302825e-04
255           	3.450647e-03	2.249513e-05	8.547460e-04	5.319749e-04
256           	3.486508e-03	2.253228e-05	8.566934e-04	5.364561e-04
257           	3.527114e-03	2.265886e-05	8.610420e-04	5.429263e-04
258           	3.557870e-03	2.285929e-05	8.688200e-04	5.503215e-04
259           	3.591447e-03	2.313344e-05	8.790750e-04	5.587312e-04
260           	3.615086e-03	2.346429e-05	8.906682e-04	5.673876e-04
261           	3.633252e-03	2.380420e-05	9.031419e-04	5.751852e-04
262           	3.636739e-03	2.414291e-05	9.165277e-04	5.824589e-04
263           	3.633676e-03	2.447026e-05	9.297894e-04	5.896168e-04
264           	3.616316e-03	2.480254e-05	9.428948e-04	5.960105e-04
265           	3.602858e-03	2.516944e-05	9.560366e-04	6.019694e-04
266           	3.588558e-03	2.557824e-05	9.702273e-04	6.077269e-04
267           	3.575361e-03	2.602898e-05	9.849785e-04	6.134929e-04
268           	3.564560e-03	2.652933e-05	1.000339e-03	6.195964e-04
269           	3.565898e-03	2.705841e-05	1.016372e-03	6.263472e-04
270           	3.564855e-03	2.762043e-05	1.033484e-03	6.340166e-04
271           	3.567026e-03	2.821442e-05	1.050956e-03	6.417947e-04
272           	3.575700e-03	2.883783e-05	1.068139e-03	6.499329e-04
273           	3.594691e-03	2.946497e-05	1.082863e-03	6.578861e-04
274           	3.611009e-03	3.006082e-05	1.095444e-03	6.651664e-04
275           	3.633163e-03	3.057408e-05	1.104216e-03	6.707569e-04
276           	3.647413e-03	3.098315e-05	1.108971e-03	6.746386e-04
277           	3.663153e-03	3.127485e-05	1.109851e-03	6.770403e-04
278           	3.665138e-03	3.145248e-05	1.106853e-03	6.776721e-04
279           	3.660209e-03	3.151829e-05	1.099748e-03	6.758637e-04
280           	3.647262e-03	3.147518e-05	1.088834e-03	6.718265e-04
281           	3.628222e-03	3.133377e-05	1.074755e-03	6.650620e-04
282           	3.594655e-03	3.109024e-05	1.057451e-03	6.563009e-04
283           	3.560746e-03	3.075804e-05	1.037286e-03	6.457745e-04
284           	3.519894e-03	3.033591e-05	1.015541e-03	6.335667e-04
285           	3.481167e-03	2.982762e-05	9.927821e-04	6.199660e-04
286           	3.437166e-03	2.924328e-05	9.686172e-04	6.051549e-04
287           	3.398955e-03	2.860240e-05	9.433887e-04	5.896832e-04
288           	3.356140e-03	2.791410e-05	9.176253e-04	5.739088e-04
289           	3.311257e-03	2.718864e-05	8.917575e-04	5.582322e-04
290           	3.266259e-03	2.644395e-05	8.659353e-04	5.425460e-04
291           	3.227142e-03	2.569490e-05	8.402359e-04	5.274865e-04
292           	3.182214e-03	2.495056e-05	8.149925e-04	5.135550e-04
293           	3.138142e-03	2.423361e-05	7.906838e-04	5.002509e-04
294           	3.094904e-03	2.355845e-05	7.675904e-04	4.877394e-04
295           	3.055188e-03	2.292967e-05	7.460843e-04	4.764036e-04
296           	3.013539e-03	2.237258e-05	7.265011e-04	4.664611e-04
297           	2.980440e-03	2.189443e-05	7.093649e-04	4.578164e-04
298           	2.940935e-03	2.148789e-05	6.959947e-04	4.507244e-04
299           	2.905283e-03	2.115781e-05	6.858631e-04	4.452705e-04
300           	2.865110e-03	2.091578e-05	6.791470e-04	4.416385e-04
301           	2.832210e-03	2.074557e-05	6.754769e-04	4.402893e-04
302           	2.803366e-03	2.062931e-05	6.749764e-04	4.408556e-04
303           	2.778970e-03	2.055047e-05	6.777597e-04	4.433755e-04
304           	2.753006e-03	2.049537e-05	6.835922e-04	4.473078e-04
305           	2.733652e-03	2.046546e-05	6.911528e-04	4.520473e-04
306           	2.710775e-03	2.044995e-05	7.007554e-04	4.570997e-04
307           	2.694713e-03	2.045249e-05	7.114331e-04	4.625119e-04
308           	2.684842e-03	2.046991e-05	7.226489e-04	4.677119e-04
309           	2.681657e-03	2.049670e-05	7.337195e-04	4.725293e-04
310           	2.668943e-03	2.053324e-05	7.441970e-04	4.765911e-04
311           	2.655262e-03	2.057243e-05	7.534788e-04	4.799326e-04
312           	2.638710e-03	2.062072e-05	7.618363e-04	4.825455e-04
313           	2.628204e-03	2.067772e-05	7.684222e-04	4.843846e-04
314           	2.614452e-03	2.073971e-05	7.729460e-04	4.851504e-04
315           	2.603947e-03	2.078859e-05	7.752899e-04	4.847428e-04
316           	2.591097e-03	2.082069e-05	7.747432e-04	4.830211e-04
317           	2.587745e-03	2.082613e-05	7.714599e-04	4.803607e-04
318           	2.578372e-03	2.077944e-05	7.658680e-04	4.764990e-04
319           	2.575022e-03	2.066628e-05	7.574617e-04	4.711401e-04
320           	2.569434e-03	2.049195e-05	7.471606e-04	4.645410e-04
321           	2.567434e-03	2.025071e-05	7.353361e-04	4.572103e-04
322           	2.556759e-03	1.994729e-05	7.216528e-04	4.489700e-04
323           	2.549978e-03	1.958943e-05	7.062980e-04	4.403797e-04
324           	2.532883e-03	1.918612e-05	6.896531e-04	4.317087e-04
325           	2.511124e-03	1.874625e-05	6.724077e-04	4.228675e-04
326           	2.482763e-03	1.829153e-05	6.550689e-04	4.136521e-04
327           	2.449148e-03	1.783634e-05	6.382852e-04	4.043767e-04
328           	2.411722e-03	1.740211e-05	6.225338e-04	3.950328e-04
329           	2.374823e-03	1.700314e-05	6.076228e-04	3.856828e-04
330           	2.330622e-03	1.663622e-05	5.937487e-04	3.766643e-04
331           	2.293091e-03	1.630524e-05	5.806650e-04	3.682191e-04
332           	2.253024e-03	1.602832e-05	5.682078e-04	3.603682e-04
333           	2.216050e-03	1.579494e-05	5.568245e-04	3.533002e-04
334           	2.179070e-03	1.559343e-05	5.465246e-04	3.474131e-04
335           	2.144347e-03	1.542786e-05	5.378566e-04	3.428847e-04
336           	2.104681e-03	1.528324e-05	5.308194e-04	3.391523e-04
337           	2.075738e-03	1.515361e-05	5.251492e-04	3.364785e-04
338           	2.046445e-03	1.501351e-05	5.199774e-04	3.347264e-04
339           	2.022659e-03	1.486131e-05	5.148043e-04	3.333972e-04
340           	2.005882e-03	1.469924e-05	5.097060e-04	3.324270e-04
341           	1.993859e-03	1.452951e-05	5.039482e-04	3.311158e-04
342           	1.976581e-03	1.434478e-05	4.971086e-04	3.293006e-04
343           	1.964368e-03	1.415106e-05	4.889490e-04	3.266148e-04
344           	1.942918e-03	1.393554e-05	4.795864e-04	3.229224e-04
345           	1.923697e-03	1.369095e-05	4.694521e-04	3.181044e-04
346           	1.902189e-03	1.341893e-05	4.586434e-04	3.122757e-04
347           	1.879653e-03	1.312626e-05	4.474254e-04	3.058156e-04
348           	1.853016e-03	1.282643e-05	4.363037e-04	2.986204e-04
349           	1.827657e-03	1.251969e-05	4.252394e-04	2.912101e-04
350           	1.803711e-03	1.221751e-05	4.146453e-04	2.838393e-04
351           	1.777098e-03	1.192672e-05	4.044976e-04	2.765963e-04
352           	1.747182e-03	1.164938e-05	3.948537e-04	2.695437e-04
353           	1.718575e-03	1.138779e-05	3.859824e-04	2.631194e-04
354           	1.692197e-03	1.114622e-05	3.780068e-04	2.574729e-04
355           	1.668258e-03	1.092632e-05	3.705977e-04	2.527727e-04
356           	1.645823e-03	1.073251e-05	3.639155e-04	2.487996e-04
357           	1.628894e-03	1.056150e-05	3.577118e-04	2.457891e-04
358           	1.609275e-03	1.041199e-05	3.522551e-04	2.435394e-04
359           	1.592626e-03	1.027433e-05	3.470279e-04	2.416984e-04
360           	1.574713e-03	1.014603e-05	3.424713e-04	2.401676e-04
361           	1.556783e-03	1.002731e-05	3.383991e-04	2.388518e-04
362           	1.537691e-03	9.924110e-06	3.349595e-04	2.375712e-04
363           	1.523235e-03	9.833465e-06	3.319817e-04	2.363045e-04
364           	1.506425e-03	9.755213e-06	3.298105e-04	2.350677e-04
365           	1.495326e-03	9.688548e-06	3.283937e-04	2.339453e-04
366           	1.483916e-03	9.635608e-06	3.276543e-04	2.328684e-04
367           	1.472181e-03	9.594635e-06	3.272661e-04	2.318503e-04
368           	1.458515e-03	9.569489e-06	3.274128e-04	2.307361e-04
369           	1.448490e-03	9.563801e-06	3.281115e-04	2.299427e-04
370           	1.436531e-03	9.568237e-06	3.291934e-04	2.292238e-04
371           	1.427332e-03	9.583693e-06	3.305067e-04	2.284679e-04
372           	1.417888e-03	9.605680e-06	3.321387e-04	2.277579e-04
373           	1.411151e-03	9.637839e-06	3.337556e-04	2.272544e-04
374           	1.403321e-03	9.677860e-06	3.352865e-04	2.266239e-04
375           	1.401482e-03	9.724510e-06	3.367257e-04	2.261357e-04
376           	1.401601e-03	9.773525e-06	3.380959e-04	2.256514e-04
377           	1.400627e-03	9.820087e-06	3.390974e-04	2.252777e-04
378           	1.397234e-03	9.866565e-06	3.398598e-04	2.248915e-04
379           	1.395505e-03	9.908944e-06	3.403624e-04	2.248284e-04
380           	1.392170e-03	9.942897e-06	3.406957e-04	2.248819e-04
381           	1.389200e-03	9.966652e-06	3.405685e-04	2.251194e-04
382           	1.381737e-03	9.983195e-06	3.402174e-04	2.254454e-04
383           	1.374886e-03	9.993988e-06	3.396660e-04	2.257233e-04
384           	1.367554e-03	9.991543e-06	3.390994e-04	2.260798e-04
385           	1.363042e-03	9.976744e-06	3.383560e-04	2.265181e-04
386           	1.358512e-03	9.951760e-06	3.376478e-04	2.269298e-04
387           	1.357416e-03	9.920270e-06	3.370725e-04	2.275072e-04
388           	1.354857e-03	9.883633e-06	3.370397e-04	2.284236e-04
389           	1.356697e-03	9.850541e-06	3.372465e-04	2.295850e-04
390           	1.359336e-03	9.820849e-06	3.380255e-04	2.310946e-04
391           	1.364142e-03	9.797596e-06	3.393293e-04	2.331217e-04
392           	1.368829e-03	9.786740e-06	3.411300e-04	2.353804e-04
393           	1.381709e-03	9.784892e-06	3.433807e-04	2.378814e-04
394           	1.388823e-03	9.794232e-06	3.460724e-04	2.407265e-04
395           	1.399242e-03	9.810865e-06	3.487181e-04	2.435164e-04
396           	1.407227e-03	9.833935e-06	3.513394e-04	2.461708e-04
397           	1.416801e-03	9.862437e-06	3.536386e-04	2.487075e-04
398           	1.422386e-03	9.892157e-06	3.556289e-04	2.508224e-04
